,"Monday, Express (Credit)","Monday, Express (Paying)","Monday, General Purpose","Tuesday, Express (Credit)","Tuesday, Express (Paying)","Tuesday, General Purpose","Wednesday, Express (Credit)","Wednesday, Express (Paying)","Wednesday, General Purpose","Thursday, Express (Credit)","Thursday, Express (Paying)","Thursday, General Purpose","Friday, Express (Credit)","Friday, Express (Paying)","Friday, General Purpose"
Edge flows,0.0,1720.9999999507982,6279.000000049193,0.0,1720.9909450205032,6279.009054979495,0.0,1720.569113509864,6279.430886490136,0.0,1720.719770482032,6279.280229517966,0.0,1721.3338539489032,6278.6661460511
Eps flows,0.0,428.2249999508257,2400.675000049212,0.0,428.21594502053455,2400.6840549795143,0.0,427.7941135099022,2401.1058864901556,0.0,427.94477048206863,2400.955229517985,0.0,428.5588539489423,2400.3411460511193
Eligible User Flows,164.6495820602697,1195.3504179371084,2.623618118237013e-09,167.12468278839327,1192.8753172096747,1.93196233532895e-09,176.6951950034856,1183.3048049955144,9.999772036079716e-10,175.24840314077102,1184.7515968580174,1.2107614361614612e-09,198.4980661830793,1161.5019338160057,9.154234419305508e-10
"Ineligible User Flow, 1",0.0,9.634515407697108e-13,0.9999999999990365,0.0,1.1293188606487092e-12,0.9999999999988707,0.0,1.2099210522364956e-12,0.9999999999987901,0.0,1.053268583461886e-12,0.9999999999989467,0.0,1.1965983759409937e-12,0.9999999999988034
"Ineligible User Flow, 2",0.0,1.123434678618196e-12,0.9999999999988766,0.0,1.0987877274715174e-12,0.9999999999989012,0.0,1.1363132657038477e-12,0.9999999999988637,0.0,1.163291685202239e-12,0.9999999999988367,0.0,9.57900425646585e-13,0.9999999999990421
"Ineligible User Flow, 3",0.0,1.0893508317622036e-12,0.9999999999989106,0.0,9.693357228002242e-13,0.9999999999990307,0.0,9.582334925539726e-13,0.9999999999990418,0.0,1.0418332863082469e-12,0.9999999999989582,0.0,1.1735057370287905e-12,0.9999999999988265
"Ineligible User Flow, 4",0.0,1.0083045509645672e-12,0.9999999999989917,0.0,1.2390088954816747e-12,0.999999999998761,0.0,1.2435608098826378e-12,0.9999999999987564,0.0,1.2526646386845641e-12,0.9999999999987473,0.0,1.1168843627729075e-12,0.9999999999988831
"Ineligible User Flow, 5",0.0,1.0070833056374795e-12,0.9999999999989929,0.0,9.637846076770984e-13,0.9999999999990362,0.0,1.1698420010475274e-12,0.9999999999988302,0.0,9.50350909079134e-13,0.9999999999990496,0.0,1.1832756996454918e-12,0.9999999999988167
"Ineligible User Flow, 6",0.0,1.1323164628151972e-12,0.9999999999988677,0.0,9.85433956657289e-13,0.9999999999990146,0.0,1.0799139360528898e-12,0.9999999999989201,0.0,1.0180745135812685e-12,0.9999999999989819,0.0,1.1227685448034208e-12,0.9999999999988772
"Ineligible User Flow, 7",0.0,1.2212453270876722e-12,0.9999999999987788,0.0,1.2081446953970953e-12,0.9999999999987919,0.0,1.1565193247520256e-12,0.9999999999988435,0.0,1.0980105713542798e-12,0.999999999998902,0.0,1.0247358517290195e-12,0.9999999999989753
"Ineligible User Flow, 8",0.0,1.1264322807846838e-12,0.9999999999988736,0.0,1.1012302181256928e-12,0.9999999999988988,0.0,1.0488276913633854e-12,0.9999999999989512,0.0,1.2181367026187218e-12,0.9999999999987819,0.0,9.668932321460488e-13,0.9999999999990331
"Ineligible User Flow, 9",0.0,9.631184738623233e-13,0.9999999999990369,0.0,1.0418332863082469e-12,0.9999999999989582,0.0,1.2141398997300712e-12,0.9999999999987859,0.0,1.11699538507537e-12,0.999999999998883,0.0,1.0680345496894006e-12,0.999999999998932
"Ineligible User Flow, 10",0.0,9.758860386455126e-13,0.9999999999990241,0.0,1.074362820929764e-12,0.9999999999989256,0.0,1.0667022820598504e-12,0.9999999999989333,0.0,1.1214362771738706e-12,0.9999999999988786,0.0,1.238231739364437e-12,0.9999999999987618
