,"Monday, Express (Credit)","Monday, Express (Paying)","Monday, General Purpose","Tuesday, Express (Credit)","Tuesday, Express (Paying)","Tuesday, General Purpose","Wednesday, Express (Credit)","Wednesday, Express (Paying)","Wednesday, General Purpose","Thursday, Express (Credit)","Thursday, Express (Paying)","Thursday, General Purpose","Friday, Express (Credit)","Friday, Express (Paying)","Friday, General Purpose"
Edge flows,0.0,1552.0008107220365,6447.999189252969,0.0,1551.3821202009622,6448.6178797990215,0.0,1551.0000007814742,6448.999999218537,0.0,1545.1472047976895,6454.852795202092,0.0,1551.7463618247948,6448.253638175138
Eps flows,0.0,259.22581056394995,2569.6741892598648,0.0,258.60712020117165,2570.2928797992927,0.0,258.2250007817968,2570.674999218823,0.0,252.37220479806652,2576.5277952023716,0.0,258.97136182491636,2569.928638175443
Eligible User Flows,738.4415906162344,621.5584093798676,3.710719637045948e-09,722.135155946331,637.8648440504962,3.173677991976741e-09,638.3334513492497,721.6665486494832,1.2683023480535594e-09,685.2809845225788,674.7190154754085,1.9873020227009464e-09,595.7836079106005,764.2163920885522,8.263110218437093e-10
"Ineligible User Flow, 1",0.0,1.221145407015456e-11,0.9999999999877885,0.0,1.4266698933340649e-11,0.9999999999857333,0.0,1.5159873356651588e-11,0.9999999999848401,0.0,1.3283152355825223e-11,0.9999999999867168,0.0,1.4974355089236724e-11,0.9999999999850256
"Ineligible User Flow, 2",0.0,1.4217405031047292e-11,0.9999999999857826,0.0,1.3886447547406533e-11,0.9999999999861136,0.0,1.425481954697716e-11,0.9999999999857452,0.0,1.464939280992894e-11,0.9999999999853506,0.0,1.204114585817706e-11,0.9999999999879589
"Ineligible User Flow, 3",0.0,1.3791190411893695e-11,0.9999999999862088,0.0,1.226796442210798e-11,0.999999999987732,0.0,1.20587984042686e-11,0.9999999999879412,0.0,1.3141154830975665e-11,0.9999999999868588,0.0,1.4691470262562234e-11,0.9999999999853085
"Ineligible User Flow, 4",0.0,1.2774448165941976e-11,0.9999999999872256,0.0,1.5635825967308392e-11,0.9999999999843642,0.0,1.5572765299509683e-11,0.9999999999844272,0.0,1.575706232159746e-11,0.9999999999842429,0.0,1.3996914738356736e-11,0.9999999999860031
"Ineligible User Flow, 5",0.0,1.2759793222016924e-11,0.9999999999872402,0.0,1.2198020371556595e-11,0.999999999987802,0.0,1.4667600467532793e-11,0.9999999999853324,0.0,1.200317623073488e-11,0.9999999999879968,0.0,1.48118184384316e-11,0.9999999999851882
"Ineligible User Flow, 6",0.0,1.4328871422719658e-11,0.9999999999856711,0.0,1.2469802967984833e-11,0.9999999999875302,0.0,1.3560264022771662e-11,0.9999999999864397,0.0,1.2845946528727836e-11,0.999999999987154,0.0,1.4068302078840134e-11,0.9999999999859317
"Ineligible User Flow, 7",0.0,1.5443424317140853e-11,0.9999999999845566,0.0,1.5250245510856075e-11,0.9999999999847498,0.0,1.4503398482190732e-11,0.9999999999854966,0.0,1.3839152046557501e-11,0.9999999999861608,0.0,1.2863821119424301e-11,0.9999999999871362
"Ineligible User Flow, 8",0.0,1.4256040792304248e-11,0.999999999985744,0.0,1.3916867658281262e-11,0.9999999999860831,0.0,1.317668196776367e-11,0.9999999999868233,0.0,1.532940441251185e-11,0.9999999999846706,0.0,1.2151168959917413e-11,0.9999999999878488
"Ineligible User Flow, 9",0.0,1.2208345445685609e-11,0.9999999999877917,0.0,1.3174572544016883e-11,0.9999999999868254,0.0,1.5212164861111432e-11,0.9999999999847878,0.0,1.4074630350080497e-11,0.9999999999859254,0.0,1.3396839193546839e-11,0.9999999999866032
"Ineligible User Flow, 10",0.0,1.2367329382811931e-11,0.9999999999876327,0.0,1.3580692126424765e-11,0.9999999999864193,0.0,1.3397838394269002e-11,0.9999999999866022,0.0,1.412991945670683e-11,0.9999999999858701,0.0,1.5484280524447058e-11,0.9999999999845157
"Ineligible User Flow, 11",0.0,1.3702816659133532e-11,0.9999999999862972,0.0,1.508759783774849e-11,0.9999999999849124,0.0,1.2203349442074796e-11,0.9999999999877967,0.0,1.3821610522768424e-11,0.9999999999861784,0.0,1.4421353000670933e-11,0.9999999999855786
"Ineligible User Flow, 12",0.0,1.476807565126137e-11,0.9999999999852319,0.0,1.5669354702652072e-11,0.9999999999843306,0.0,1.4686696303556346e-11,0.9999999999853133,0.0,1.3924306152546251e-11,0.9999999999860757,0.0,1.4124257319281242e-11,0.9999999999858757
"Ineligible User Flow, 13",0.0,1.4892087563112e-11,0.9999999999851079,0.0,1.2019607531499332e-11,0.9999999999879804,0.0,1.3996914738356736e-11,0.9999999999860031,0.0,1.407429728317311e-11,0.9999999999859257,0.0,1.2695844375798515e-11,0.9999999999873042
"Ineligible User Flow, 14",0.0,1.210953559649397e-11,0.9999999999878905,0.0,1.4023449068645277e-11,0.9999999999859766,0.0,1.4532708370040837e-11,0.9999999999854673,0.0,1.4372614209889889e-11,0.9999999999856274,0.0,1.472311161876405e-11,0.9999999999852769
"Ineligible User Flow, 15",0.0,1.3808065801867997e-11,0.9999999999861919,0.0,1.3950618438229867e-11,0.9999999999860494,0.0,1.2624457035315118e-11,0.9999999999873755,0.0,1.460653820117841e-11,0.9999999999853935,0.0,1.305089369907364e-11,0.9999999999869491
