,"Monday, Express (Credit)","Monday, Express (Paying)","Monday, General Purpose","Tuesday, Express (Credit)","Tuesday, Express (Paying)","Tuesday, General Purpose","Wednesday, Express (Credit)","Wednesday, Express (Paying)","Wednesday, General Purpose","Thursday, Express (Credit)","Thursday, Express (Paying)","Thursday, General Purpose","Friday, Express (Credit)","Friday, Express (Paying)","Friday, General Purpose"
Edge flows,0.0,1552.000019771398,6447.99998020754,0.0,1551.382119392485,6448.617880607519,0.0,1551.000000018701,6448.9999999812935,0.0,1545.1472046801482,6454.85279531985,0.0,1551.746362411428,6448.253637588572
Eps flows,0.0,259.2250197716379,2569.674980213015,0.0,258.6071193924947,2570.2928806075206,0.0,258.2250000187141,2570.6749999812964,0.0,252.37220468015983,2576.527795319851,0.0,258.97136241143795,2569.9286375885736
Eligible User Flows,392.6100313633012,967.389968635707,1.7974159687027544e-11,446.9129047322905,913.0870952676942,1.5485319095277153e-11,471.9479273690626,888.0520726309237,1.456985735496889e-11,487.5219290434262,872.4780709565722,8.537893094658409e-12,475.78249528735853,884.2175047126336,4.88213441703597e-12
"Ineligible User Flow, 1",0.0,4.353184479555239e-13,0.9999999999995647,0.0,5.083711229758592e-13,0.9999999999994916,0.0,5.401235014801387e-13,0.9999999999994599,0.0,4.732880753977042e-13,0.9999999999995267,0.0,5.336842079373127e-13,0.9999999999994663
"Ineligible User Flow, 2",0.0,5.065947661364589e-13,0.9999999999994934,0.0,4.949374243778948e-13,0.9999999999995051,0.0,5.079270337660091e-13,0.9999999999994921,0.0,5.219158438762861e-13,0.9999999999994781,0.0,4.2932324362254803e-13,0.9999999999995707
"Ineligible User Flow, 3",0.0,4.914957330015568e-13,0.9999999999995085,0.0,4.3731684939984916e-13,0.9999999999995627,0.0,4.298783551348606e-13,0.9999999999995701,0.0,4.68292071786891e-13,0.9999999999995317,0.0,5.235811784132238e-13,0.9999999999994764
"Ineligible User Flow, 4",0.0,4.553024623987767e-13,0.9999999999995447,0.0,5.56998891454441e-13,0.999999999999443,0.0,5.547784454051907e-13,0.9999999999994452,0.0,5.612177389480166e-13,0.9999999999994388,0.0,4.989342272665453e-13,0.9999999999995011
"Ineligible User Flow, 5",0.0,4.548583731889266e-13,0.9999999999995451,0.0,4.348743587456738e-13,0.9999999999995651,0.0,5.225819776910612e-13,0.9999999999994774,0.0,4.277689313880728e-13,0.9999999999995722,0.0,5.279110482092619e-13,0.9999999999994721
"Ineligible User Flow, 6",0.0,5.105915690251095e-13,0.9999999999994894,0.0,4.445332990599127e-13,0.9999999999995555,0.0,4.832800826193306e-13,0.9999999999995167,0.0,4.57744953052952e-13,0.9999999999995423,0.0,5.013767179207207e-13,0.9999999999994986
"Ineligible User Flow, 7",0.0,5.502265310042276e-13,0.9999999999994498,0.0,5.433431482515516e-13,0.9999999999994567,0.0,5.168088179630104e-13,0.9999999999994832,0.0,4.93050045236032e-13,0.999999999999507,0.0,4.586331314726522e-13,0.9999999999995414
"Ineligible User Flow, 8",0.0,5.080380560684716e-13,0.999999999999492,0.0,4.959366251000574e-13,0.9999999999995041,0.0,4.696243394164412e-13,0.9999999999995304,0.0,5.46007683510652e-13,0.999999999999454,0.0,4.332090242087361e-13,0.9999999999995668
"Ineligible User Flow, 9",0.0,4.3520742565306136e-13,0.9999999999995648,0.0,4.696243394164412e-13,0.9999999999995304,0.0,5.420108806220014e-13,0.999999999999458,0.0,5.014877402231832e-13,0.9999999999994985,0.0,4.775069228912798e-13,0.9999999999995225
"Ineligible User Flow, 10",0.0,4.4086956307864966e-13,0.9999999999995591,0.0,4.840572387365683e-13,0.9999999999995159,0.0,4.775069228912798e-13,0.9999999999995225,0.0,5.03375119365046e-13,0.9999999999994966,0.0,5.517808432387028e-13,0.9999999999994482
"Ineligible User Flow, 11",0.0,4.883871085326064e-13,0.9999999999995116,0.0,5.375699885235008e-13,0.9999999999994624,0.0,4.3498538104813633e-13,0.999999999999565,0.0,4.924949337237194e-13,0.9999999999995075,0.0,5.140332604014475e-13,0.999999999999486
"Ineligible User Flow, 12",0.0,5.262457136723242e-13,0.9999999999994738,0.0,5.582201367815287e-13,0.9999999999994418,0.0,5.233591338082988e-13,0.9999999999994766,0.0,4.961586697049825e-13,0.9999999999995038,0.0,5.03375119365046e-13,0.9999999999994966
"Ineligible User Flow, 13",0.0,5.305755834683623e-13,0.9999999999994694,0.0,4.284350652028479e-13,0.9999999999995716,0.0,4.988232049640828e-13,0.9999999999995012,0.0,5.014877402231832e-13,0.9999999999994985,0.0,4.526379271396763e-13,0.9999999999995474
"Ineligible User Flow, 14",0.0,4.3165471197426086e-13,0.9999999999995683,0.0,4.99711383383783e-13,0.9999999999995003,0.0,5.17808018685173e-13,0.9999999999994822,0.0,5.120348589571222e-13,0.999999999999488,0.0,5.24691401437849e-13,0.9999999999994753
"Ineligible User Flow, 15",0.0,4.920508445138694e-13,0.999999999999508,0.0,4.971578704271451e-13,0.9999999999995028,0.0,4.4997339188057595e-13,0.99999999999955,0.0,5.203615316418109e-13,0.9999999999994796,0.0,4.652944696204031e-13,0.9999999999995347
