,"Monday, Express (Credit)","Monday, Express (Paying)","Monday, General Purpose","Tuesday, Express (Credit)","Tuesday, Express (Paying)","Tuesday, General Purpose","Wednesday, Express (Credit)","Wednesday, Express (Paying)","Wednesday, General Purpose","Thursday, Express (Credit)","Thursday, Express (Paying)","Thursday, General Purpose","Friday, Express (Credit)","Friday, Express (Paying)","Friday, General Purpose"
Edge flows,0.0,1634.849212740808,6365.1507872591865,0.0,1633.6822295707389,6366.317770429259,0.0,1631.990115740793,6368.009884255311,0.0,1629.0000000234595,6370.9999999765405,0.0,1631.1900656848375,6368.809934315175
Eps flows,0.0,342.0742127408203,2486.8257872591903,0.0,340.90722957075087,2487.992770429265,0.0,339.2151157388572,2489.6848842649674,0.0,336.2250000234737,2492.674999976546,0.0,338.4150656848653,2490.484934315182
Eligible User Flows,322.19990598851155,1037.800094011449,3.969091883692229e-11,263.51984874870624,1096.4801512512568,3.69232319556986e-11,809.316454589919,550.6835454021954,3.839350297901962e-11,375.49520920047746,984.5047907995013,2.129971993428372e-11,367.0837603492067,992.9162396507879,1.1169253667235186e-11
"Ineligible User Flow, 1",0.0,9.449108162584707e-13,0.9999999999990551,0.0,1.1048939541069558e-12,0.9999999999988951,0.0,1.1746159600534156e-12,0.9999999999988254,0.0,1.02828856540782e-12,0.9999999999989717,0.0,1.1611822614554512e-12,0.9999999999988388
"Ineligible User Flow, 2",0.0,1.1005640843109177e-12,0.9999999999988994,0.0,1.0752509993494641e-12,0.9999999999989247,0.0,1.1042278202921807e-12,0.9999999999988958,0.0,1.1343148642595224e-12,0.9999999999988657,0.0,9.32920407592519e-13,0.9999999999990671
"Ineligible User Flow, 3",0.0,1.067479438177088e-12,0.9999999999989325,0.0,9.495737529618964e-13,0.9999999999990504,0.0,9.335865414072941e-13,0.9999999999990664,0.0,1.0171863351615684e-12,0.9999999999989828,0.0,1.1391998455678731e-12,0.9999999999988608
"Ineligible User Flow, 4",0.0,9.885425811262394e-13,0.9999999999990115,0.0,1.2112533198660458e-12,0.9999999999987887,0.0,1.2067014054650826e-12,0.9999999999987933,0.0,1.220357148667972e-12,0.9999999999987796,0.0,1.0850209619661655e-12,0.999999999998915
"Ineligible User Flow, 5",0.0,9.874323581016142e-13,0.9999999999990126,0.0,9.441336601412331e-13,0.9999999999990559,0.0,1.1363132657038477e-12,0.9999999999988637,0.0,9.289236047038685e-13,0.9999999999990711,0.0,1.1485257189747244e-12,0.9999999999988515
"Ineligible User Flow, 6",0.0,1.109223823902994e-12,0.9999999999988908,0.0,9.653389199115736e-13,0.9999999999990347,0.0,1.050270981295398e-12,0.9999999999989497,0.0,9.943157408542902e-13,0.9999999999990057,0.0,1.0906830993917538e-12,0.9999999999989093
"Ineligible User Flow, 7",0.0,1.1957101975212936e-12,0.9999999999988043,0.0,1.1812772982011666e-12,0.9999999999988187,0.0,1.1235457009206584e-12,0.9999999999988765,0.0,1.071365218763276e-12,0.9999999999989286,0.0,9.96869253810928e-13,0.9999999999990031
