,"Monday, Express (Credit)","Monday, Express (Paying)","Monday, General Purpose","Tuesday, Express (Credit)","Tuesday, Express (Paying)","Tuesday, General Purpose","Wednesday, Express (Credit)","Wednesday, Express (Paying)","Wednesday, General Purpose","Thursday, Express (Credit)","Thursday, Express (Paying)","Thursday, General Purpose","Friday, Express (Credit)","Friday, Express (Paying)","Friday, General Purpose"
Edge flows,0.0,1514.5083072420057,6485.491692752246,0.0,1513.213094133078,6486.78690586704,0.0,1512.6556725572555,6487.3443274361125,0.0,1506.8045004426403,6493.19549962633,0.0,1513.28429267703,6486.715707316551
Eps flows,0.0,221.73330723955277,2607.166692752969,0.0,220.4380941294934,2608.461905866566,0.0,219.88067256251568,2609.01932743626,0.0,214.02950043200144,2614.870499626484,0.0,220.50929268240986,2608.3907073161718
Eligible User Flows,621.5105730007534,738.489426998924,2.7985629587113e-10,614.2105658367677,745.7894341628191,2.8014941531079997e-10,556.1545622748824,803.8454377247707,2.9412177730165276e-10,591.8393219855019,768.1606780138625,2.8245550239396666e-10,552.4827478861448,807.5172521139317,2.9174217682829615e-10
"Ineligible User Flow, 1",0.0,2.665168086224412e-11,0.9999999999733483,0.0,3.1122882049317013e-11,0.9999999999688771,0.0,3.30605542941953e-11,0.9999999999669394,0.0,2.898015161179046e-11,0.9999999999710198,0.0,3.2666758187360756e-11,0.9999999999673332
"Ineligible User Flow, 2",0.0,3.100619760942891e-11,0.9999999999689938,0.0,3.029743123050821e-11,0.9999999999697026,0.0,3.109756896435556e-11,0.9999999999689024,0.0,3.1943780953724854e-11,0.9999999999680562,0.0,2.6294855182129595e-11,0.9999999999737051
"Ineligible User Flow, 3",0.0,3.0081825919126004e-11,0.9999999999699182,0.0,2.6781576956125264e-11,0.9999999999732184,0.0,2.6327495739053575e-11,0.9999999999736725,0.0,2.8671731655549593e-11,0.9999999999713283,0.0,3.205313792165043e-11,0.9999999999679469
"Ineligible User Flow, 4",0.0,2.7874702546171193e-11,0.9999999999721253,0.0,3.4091285350257294e-11,0.9999999999659087,0.0,3.395528302974071e-11,0.9999999999660447,0.0,3.4343305976847205e-11,0.9999999999656567,0.0,3.054545505420947e-11,0.9999999999694545
"Ineligible User Flow, 5",0.0,2.7842950167666913e-11,0.999999999972157,0.0,2.6629476401751617e-11,0.9999999999733705,0.0,3.199307485601821e-11,0.9999999999680069,0.0,2.6199820091221682e-11,0.9999999999738002,0.0,3.231437339934473e-11,0.9999999999676856
"Ineligible User Flow, 6",0.0,3.1247893161889806e-11,0.9999999999687521,0.0,2.7220448117759588e-11,0.9999999999727796,0.0,2.959010814151952e-11,0.9999999999704099,0.0,2.8030910925735952e-11,0.9999999999719691,0.0,3.070044218844714e-11,0.9999999999692996
"Ineligible User Flow, 7",0.0,3.3663294374264296e-11,0.9999999999663367,0.0,3.32557315019244e-11,0.9999999999667443,0.0,3.163691530971846e-11,0.9999999999683631,0.0,3.018663097265062e-11,0.9999999999698134,0.0,2.808375754170811e-11,0.9999999999719162
"Ineligible User Flow, 8",0.0,3.109013047009057e-11,0.9999999999689099,0.0,3.0363378478170944e-11,0.9999999999696366,0.0,2.8756996783840805e-11,0.999999999971243,0.0,3.34171579297049e-11,0.9999999999665828,0.0,2.653421926623878e-11,0.9999999999734658
"Ineligible User Flow, 9",0.0,2.664501952409637e-11,0.999999999973355,0.0,2.8751778735625066e-11,0.9999999999712482,0.0,3.3173797042707065e-11,0.9999999999668262,0.0,3.0697444586280653e-11,0.9999999999693026,0.0,2.9242164245602e-11,0.9999999999707578
