,"Monday, Express (Credit)","Monday, Express (Paying)","Monday, General Purpose","Tuesday, Express (Credit)","Tuesday, Express (Paying)","Tuesday, General Purpose","Wednesday, Express (Credit)","Wednesday, Express (Paying)","Wednesday, General Purpose","Thursday, Express (Credit)","Thursday, Express (Paying)","Thursday, General Purpose","Friday, Express (Credit)","Friday, Express (Paying)","Friday, General Purpose"
Edge flows,0.0,1591.91356645212,6408.086433580935,0.0,1591.0000000727432,6408.999999924054,0.0,1589.340051235955,6410.659948766031,0.0,1585.3866220859472,6414.61337791117,0.0,1591.2336819887987,6408.766318013633
Eps flows,0.0,299.13856645838933,2529.761433569416,0.0,298.2250000816597,2530.6749999217127,0.0,296.5650512339705,2532.3349487660967,0.0,292.61162208659744,2536.2883779110853,0.0,298.4586819896496,2530.4413180141664
Eligible User Flows,356.2883679478119,1003.7116320515738,4.608799647955982e-11,351.2731033623419,1008.7268966381624,4.466330383276282e-11,298.80590183539704,1061.1940981643497,3.283243622289138e-11,321.8938627216241,1038.1061372783522,3.646340137353666e-11,308.00547110938004,1051.9945288910242,4.252640898233147e-11
"Ineligible User Flow, 1",0.0,2.9797275757914576e-12,0.9999999999970203,0.0,3.4822145167368035e-12,0.9999999999965178,0.0,3.701705608705197e-12,0.9999999999962983,0.0,3.241629187300532e-12,0.9999999999967584,0.0,3.6557423754857155e-12,0.9999999999963443
"Ineligible User Flow, 2",0.0,3.469224907348689e-12,0.9999999999965308,0.0,3.3893998718781404e-12,0.9999999999966106,0.0,3.4806602045023283e-12,0.9999999999965193,0.0,3.575140183897929e-12,0.9999999999964249,0.0,2.939315457695102e-12,0.9999999999970607
"Ineligible User Flow, 3",0.0,3.3653080322437745e-12,0.9999999999966347,0.0,2.9941604751115847e-12,0.9999999999970058,0.0,2.9439783943985276e-12,0.999999999997056,0.0,3.206990228932227e-12,0.999999999996793,0.0,3.5866865033540307e-12,0.9999999999964133
"Ineligible User Flow, 4",0.0,3.1170621639375895e-12,0.9999999999968829,0.0,3.816391647148976e-12,0.9999999999961836,0.0,3.802513859341161e-12,0.9999999999961975,0.0,3.845368468091692e-12,0.9999999999961546,0.0,3.4171554474937693e-12,0.9999999999965828
"Ineligible User Flow, 5",0.0,3.113509450258789e-12,0.9999999999968865,0.0,2.9770630405323573e-12,0.9999999999970229,0.0,3.5814684551382925e-12,0.9999999999964185,0.0,2.929212428171013e-12,0.9999999999970708,0.0,3.6161074135065974e-12,0.9999999999963839
"Ineligible User Flow, 6",0.0,3.4964253714520055e-12,0.9999999999965036,0.0,3.0434543774049416e-12,0.9999999999969565,0.0,3.310907104037142e-12,0.9999999999966891,0.0,3.1349367546340545e-12,0.9999999999968651,0.0,3.4345859489803843e-12,0.9999999999965654
"Ineligible User Flow, 7",0.0,3.768318990182706e-12,0.9999999999962317,0.0,3.722355756963225e-12,0.9999999999962776,0.0,3.541278381646862e-12,0.9999999999964587,0.0,3.3774094632121887e-12,0.9999999999966226,0.0,3.1403768474547178e-12,0.9999999999968596
"Ineligible User Flow, 8",0.0,3.478661803058003e-12,0.9999999999965213,0.0,3.396838366143129e-12,0.9999999999966032,0.0,3.2172042807587786e-12,0.9999999999967828,0.0,3.7410075037769275e-12,0.999999999996259,0.0,2.9662938771934932e-12,0.9999999999970337
"Ineligible User Flow, 9",0.0,2.97895041967422e-12,0.999999999997021,0.0,3.215538946221841e-12,0.9999999999967845,0.0,3.714473173488386e-12,0.9999999999962855,0.0,3.4348079935853093e-12,0.9999999999965652,0.0,3.270494985940786e-12,0.9999999999967295
"Ineligible User Flow, 10",0.0,3.017697203233638e-12,0.9999999999969823,0.0,3.31479288462333e-12,0.9999999999966852,0.0,3.2712721420580237e-12,0.9999999999967287,0.0,3.4483527144857362e-12,0.9999999999965516,0.0,3.780309398848658e-12,0.9999999999962197
"Ineligible User Flow, 11",0.0,3.343658683263584e-12,0.9999999999966563,0.0,3.682609772681644e-12,0.9999999999963174,0.0,2.97939450888407e-12,0.9999999999970206,0.0,3.3730795934161506e-12,0.9999999999966269,0.0,3.5207392556912964e-12,0.9999999999964793
"Ineligible User Flow, 12",0.0,3.603561893328333e-12,0.9999999999963964,0.0,3.824607297531202e-12,0.9999999999961754,0.0,3.586131391841718e-12,0.9999999999964139,0.0,3.398170633772679e-12,0.9999999999966018,0.0,3.4482416921832737e-12,0.9999999999965518
"Ineligible User Flow, 13",0.0,3.6338709819006e-12,0.9999999999963661,0.0,2.933542297967051e-12,0.9999999999970665,0.0,3.4175995367036194e-12,0.9999999999965824,0.0,3.4348079935853093e-12,0.9999999999965652,0.0,3.099298595543587e-12,0.9999999999969007
"Ineligible User Flow, 14",0.0,2.954858580039854e-12,0.9999999999970451,0.0,3.4228175849193576e-12,0.9999999999965772,0.0,3.5484948313069253e-12,0.9999999999964515,0.0,3.507527601698257e-12,0.9999999999964925,0.0,3.594458064526407e-12,0.9999999999964055
"Ineligible User Flow, 15",0.0,3.3694158574348876e-12,0.9999999999966306,0.0,3.405054016525355e-12,0.999999999996595,0.0,3.082312183266822e-12,0.9999999999969177,0.0,3.5647040874664526e-12,0.9999999999964353,0.0,3.1860070137668117e-12,0.999999999996814
"Ineligible User Flow, 16",0.0,3.444688978504473e-12,0.9999999999965553,0.0,2.9644064980516305e-12,0.9999999999970356,0.0,3.461675390781238e-12,0.9999999999965383,0.0,3.3932856524643285e-12,0.9999999999966067,0.0,3.1878943929086745e-12,0.9999999999968121
"Ineligible User Flow, 17",0.0,3.1332714200971168e-12,0.9999999999968667,0.0,3.860467501226594e-12,0.9999999999961395,0.0,3.3116842601543794e-12,0.9999999999966883,0.0,3.3808511545885267e-12,0.9999999999966191,0.0,2.957190048391567e-12,0.9999999999970428
"Ineligible User Flow, 18",0.0,3.697486761211621e-12,0.9999999999963025,0.0,3.4835467843663537e-12,0.9999999999965165,0.0,2.9538593793176915e-12,0.9999999999970461,0.0,3.531175352122773e-12,0.9999999999964688,0.0,3.465561171367426e-12,0.9999999999965344
"Ineligible User Flow, 19",0.0,3.153144412237907e-12,0.9999999999968469,0.0,3.4411362648256727e-12,0.9999999999965589,0.0,3.330558051573007e-12,0.9999999999966694,0.0,3.442690577060148e-12,0.9999999999965573,0.0,3.318234575999668e-12,0.9999999999966818
"Ineligible User Flow, 20",0.0,3.0372371284670407e-12,0.9999999999969628,0.0,3.170352869119597e-12,0.9999999999968296,0.0,3.3215652450735433e-12,0.9999999999966784,0.0,3.70758979073571e-12,0.9999999999962924,0.0,3.1704638914220595e-12,0.9999999999968295
"Ineligible User Flow, 21",0.0,3.4867664311377666e-12,0.9999999999965132,0.0,3.7451153289680406e-12,0.9999999999962549,0.0,3.419264871240557e-12,0.9999999999965807,0.0,3.785860513971784e-12,0.9999999999962141,0.0,3.2681635175890733e-12,0.9999999999967318
"Ineligible User Flow, 22",0.0,3.3405500587946335e-12,0.9999999999966594,0.0,2.965849787983643e-12,0.9999999999970342,0.0,3.5306202406104603e-12,0.9999999999964694,0.0,3.5386138463877614e-12,0.9999999999964614,0.0,3.5017544419702062e-12,0.9999999999964982
"Ineligible User Flow, 23",0.0,3.3733016380210756e-12,0.9999999999966267,0.0,3.668843007176292e-12,0.9999999999963312,0.0,3.17312842668116e-12,0.9999999999968269,0.0,3.7256864260371e-12,0.9999999999962743,0.0,3.5335068204744857e-12,0.9999999999964665
"Ineligible User Flow, 24",0.0,3.518296765037121e-12,0.9999999999964817,0.0,3.3243408026351062e-12,0.9999999999966757,0.0,3.3274494271040567e-12,0.9999999999966726,0.0,3.0714319976254956e-12,0.9999999999969286,0.0,3.3467673077325344e-12,0.9999999999966532
"Ineligible User Flow, 25",0.0,3.596678510575657e-12,0.9999999999964033,0.0,3.674505144601881e-12,0.9999999999963255,0.0,3.3771874186072637e-12,0.9999999999966228,0.0,3.2671643168669107e-12,0.9999999999967328,0.0,3.818390048593301e-12,0.9999999999961816
"Ineligible User Flow, 26",0.0,3.5282887722587475e-12,0.9999999999964717,0.0,3.17490478352056e-12,0.9999999999968251,0.0,3.432143458326209e-12,0.9999999999965679,0.0,3.6252112423085237e-12,0.9999999999963748,0.0,3.4354741274000844e-12,0.9999999999965645
"Ineligible User Flow, 27",0.0,3.456235297960575e-12,0.9999999999965438,0.0,3.825939565160752e-12,0.9999999999961741,0.0,3.1934455080318003e-12,0.9999999999968066,0.0,3.1296076841158538e-12,0.9999999999968704,0.0,3.4673375282068264e-12,0.9999999999965327
"Ineligible User Flow, 28",0.0,3.1659119770210964e-12,0.9999999999968341,0.0,3.810396442816e-12,0.9999999999961896,0.0,3.113731494863714e-12,0.9999999999968863,0.0,3.0866420530628602e-12,0.9999999999969134,0.0,3.6225467070494233e-12,0.9999999999963775
"Ineligible User Flow, 29",0.0,3.0520030946945553e-12,0.999999999996948,0.0,3.657074643115266e-12,0.9999999999963429,0.0,3.676614568348668e-12,0.9999999999963234,0.0,3.322120356585856e-12,0.9999999999966779,0.0,3.852140828541906e-12,0.9999999999961479
"Ineligible User Flow, 30",0.0,3.72257780156815e-12,0.9999999999962774,0.0,3.3203439997464557e-12,0.9999999999966797,0.0,3.5375036233631363e-12,0.9999999999964625,0.0,3.1221691898508652e-12,0.9999999999968778,0.0,2.9843905124948833e-12,0.9999999999970156
"Ineligible User Flow, 31",0.0,3.674949233811731e-12,0.999999999996325,0.0,2.976618951322507e-12,0.9999999999970234,0.0,3.1284974610912286e-12,0.9999999999968715,0.0,3.19033688356285e-12,0.9999999999968097,0.0,3.506861467883482e-12,0.9999999999964931
"Ineligible User Flow, 32",0.0,2.9570790260891044e-12,0.9999999999970429,0.0,2.9953817204386723e-12,0.9999999999970046,0.0,3.040123708331066e-12,0.9999999999969599,0.0,3.2845948183535256e-12,0.9999999999967154,0.0,3.2901459334766514e-12,0.9999999999967099
"Ineligible User Flow, 33",0.0,3.681277505052094e-12,0.9999999999963187,0.0,3.382183422218077e-12,0.9999999999966178,0.0,3.77420317221322e-12,0.9999999999962258,0.0,3.3988367675874542e-12,0.9999999999966012,0.0,3.3635316754043743e-12,0.9999999999966365
"Ineligible User Flow, 34",0.0,3.1878943929086745e-12,0.9999999999968121,0.0,3.470224108070852e-12,0.9999999999965298,0.0,3.581135388230905e-12,0.9999999999964189,0.0,3.0753177782116836e-12,0.9999999999969247,0.0,3.383293645242702e-12,0.9999999999966167
"Ineligible User Flow, 35",0.0,3.1080693574381257e-12,0.9999999999968919,0.0,3.821831739969639e-12,0.9999999999961782,0.0,3.4247049640612204e-12,0.9999999999965753,0.0,3.0611069234964816e-12,0.9999999999969389,0.0,3.5360603334311236e-12,0.9999999999964639
"Ineligible User Flow, 36",0.0,3.203104448346039e-12,0.9999999999967969,0.0,3.735123321746414e-12,0.9999999999962649,0.0,3.043565399707404e-12,0.9999999999969564,0.0,3.560263195367952e-12,0.9999999999964397,0.0,3.3707481250644378e-12,0.9999999999966293
"Ineligible User Flow, 37",0.0,3.5298430844932227e-12,0.9999999999964702,0.0,3.4275915439252458e-12,0.9999999999965724,0.0,3.0819791163594346e-12,0.999999999996918,0.0,3.5474956305847627e-12,0.9999999999964525,0.0,3.5991210012298325e-12,0.9999999999964009
"Ineligible User Flow, 38",0.0,3.4805491821998658e-12,0.9999999999965195,0.0,3.195110842568738e-12,0.9999999999968049,0.0,3.769096146299944e-12,0.9999999999962309,0.0,3.237521362109419e-12,0.9999999999967625,0.0,3.268274539891536e-12,0.9999999999967317
"Ineligible User Flow, 39",0.0,3.4634517476206383e-12,0.9999999999965365,0.0,3.861688746553682e-12,0.9999999999961383,0.0,3.3751890171629384e-12,0.9999999999966248,0.0,3.281042104674725e-12,0.999999999996719,0.0,3.293476602550527e-12,0.9999999999967065
"Ineligible User Flow, 40",0.0,3.2752689449466743e-12,0.9999999999967247,0.0,3.3121283493642295e-12,0.9999999999966879,0.0,3.1127322941415514e-12,0.9999999999968873,0.0,3.2076563627470023e-12,0.9999999999967923,0.0,3.3357760997887453e-12,0.9999999999966642
"Ineligible User Flow, 41",0.0,3.0800917372175718e-12,0.9999999999969199,0.0,3.4122704661854186e-12,0.9999999999965877,0.0,3.817168803266213e-12,0.9999999999961828,0.0,3.232969447708456e-12,0.999999999996767,0.0,3.0516700277871678e-12,0.9999999999969483
"Ineligible User Flow, 42",0.0,2.9447555505157652e-12,0.9999999999970552,0.0,3.4624525468984757e-12,0.9999999999965375,0.0,3.7212455339386e-12,0.9999999999962788,0.0,3.2202018829252665e-12,0.9999999999967798,0.0,3.7801983765461955e-12,0.9999999999962198
"Ineligible User Flow, 43",0.0,3.1771252295698105e-12,0.9999999999968229,0.0,3.178568519501823e-12,0.9999999999968214,0.0,3.2247537973262297e-12,0.9999999999967752,0.0,3.784417224039771e-12,0.9999999999962156,0.0,3.082756272476672e-12,0.9999999999969172
"Ineligible User Flow, 44",0.0,3.329669873153307e-12,0.9999999999966703,0.0,2.981281888025933e-12,0.9999999999970187,0.0,3.735345366351339e-12,0.9999999999962647,0.0,3.460565167756613e-12,0.9999999999965394,0.0,3.1569191705216326e-12,0.9999999999968431
"Ineligible User Flow, 45",0.0,3.0923041904884485e-12,0.9999999999969077,0.0,3.269162718311236e-12,0.9999999999967308,0.0,3.806177595322424e-12,0.9999999999961938,0.0,3.782973934107758e-12,0.999999999996217,0.0,3.4237057633390577e-12,0.9999999999965763
"Ineligible User Flow, 46",0.0,3.5039748880194566e-12,0.999999999996496,0.0,3.675282300719118e-12,0.9999999999963247,0.0,3.728350961296201e-12,0.9999999999962716,0.0,3.675615367626506e-12,0.9999999999963244,0.0,3.2830405061190504e-12,0.999999999996717
"Ineligible User Flow, 47",0.0,3.4217073618947325e-12,0.9999999999965783,0.0,2.977396107439745e-12,0.9999999999970226,0.0,3.5752512062003916e-12,0.9999999999964247,0.0,3.1803448763412234e-12,0.9999999999968197,0.0,3.554045946430051e-12,0.999999999996446
