,"Monday, Express (Credit)","Monday, Express (Paying)","Monday, General Purpose","Tuesday, Express (Credit)","Tuesday, Express (Paying)","Tuesday, General Purpose","Wednesday, Express (Credit)","Wednesday, Express (Paying)","Wednesday, General Purpose","Thursday, Express (Credit)","Thursday, Express (Paying)","Thursday, General Purpose","Friday, Express (Credit)","Friday, Express (Paying)","Friday, General Purpose"
Edge flows,0.0,1552.0008311890797,6447.999168811377,0.0,1551.3821209803828,6448.617879019599,0.0,1551.0000048003676,6448.999995199749,0.0,1545.1472095583758,6454.85279044163,0.0,1551.7463610462273,6448.253638953742
Eps flows,0.0,259.2258311916613,2569.674168812145,0.0,258.6071209830336,2570.29287902039,0.0,258.2250048029155,2570.674995200543,0.0,252.37220956107427,2576.5277904424197,0.0,258.97136104883594,2569.928638954531
Eligible User Flows,404.70680433863606,955.2931956585277,2.8360863641932844e-09,10.05984711424441,1349.940152882343,3.41251406980326e-09,71.00425521835588,1288.9957447789955,2.647992571851645e-09,42.46005889236222,1317.5399411050976,2.5401342159139703e-09,49.725276341027374,1310.2747236566263,2.3461048710241166e-09
"Ineligible User Flow, 1",0.0,1.1053469251010029e-10,0.9999999998894653,0.0,1.2909873170485753e-10,0.9999999998709013,0.0,1.371526225923958e-10,0.9999999998628474,0.0,1.2019973905097459e-10,0.9999999998798003,0.0,1.3550749411450624e-10,0.9999999998644925
"Ineligible User Flow, 2",0.0,1.2864753706764986e-10,0.9999999998713525,0.0,1.25666033135019e-10,0.999999999874334,0.0,1.2898793144699994e-10,0.9999999998710121,0.0,1.3252687836029509e-10,0.9999999998674731,0.0,1.090179058138574e-10,0.9999999998909821
"Ineligible User Flow, 3",0.0,1.2480128042113847e-10,0.9999999998751987,0.0,1.1104950292661897e-10,0.9999999998889505,0.0,1.0915801595956509e-10,0.999999999890842,0.0,1.1891709839062514e-10,0.9999999998810829,0.0,1.3295553547010286e-10,0.9999999998670445
"Ineligible User Flow, 4",0.0,1.156204021413032e-10,0.9999999998843796,0.0,1.4144807547467053e-10,0.9999999998585519,0.0,1.4087520039396395e-10,0.9999999998591248,0.0,1.4251211322147128e-10,0.9999999998574879,0.0,1.266855509385323e-10,0.9999999998733144
"Ineligible User Flow, 5",0.0,1.1548828560137281e-10,0.9999999998845117,0.0,1.1041723091409494e-10,0.9999999998895828,0.0,1.327122856054075e-10,0.9999999998672877,0.0,1.0864076305239223e-10,0.9999999998913592,0.0,1.3404166665509365e-10,0.9999999998659583
"Ineligible User Flow, 6",0.0,1.296532881056578e-10,0.9999999998703467,0.0,1.1287382140068303e-10,0.9999999998871262,0.0,1.2271927918305892e-10,0.9999999998772807,0.0,1.1625256313152477e-10,0.9999999998837474,0.0,1.2733014642662965e-10,0.9999999998726699
"Ineligible User Flow, 7",0.0,1.3970724577205829e-10,0.9999999998602928,0.0,1.3797141207305685e-10,0.9999999998620286,0.0,1.3123091502365014e-10,0.9999999998687691,0.0,1.2521728098846552e-10,0.9999999998747827,0.0,1.1645218123135237e-10,0.9999999998835478
"Ineligible User Flow, 8",0.0,1.2899670220889448e-10,0.9999999998710033,0.0,1.2594048026670634e-10,0.9999999998740595,0.0,1.192560494800432e-10,0.999999999880744,0.0,1.3865775194688013e-10,0.9999999998613422,0.0,1.10012776666224e-10,0.9999999998899872
"Ineligible User Flow, 9",0.0,1.1050693693448466e-10,0.9999999998894931,0.0,1.1923928511237136e-10,0.9999999998807607,0.0,1.376235791994418e-10,0.9999999998623764,0.0,1.2734169274608576e-10,0.9999999998726583,0.0,1.212671074668492e-10,0.9999999998787329
"Ineligible User Flow, 10",0.0,1.1194334348374468e-10,0.9999999998880567,0.0,1.2290657380731318e-10,0.9999999998770934,0.0,1.21252896612134e-10,0.9999999998787471,0.0,1.2784118208486461e-10,0.9999999998721588,0.0,1.401082583285529e-10,0.9999999998598917
"Ineligible User Flow, 11",0.0,1.240032521110379e-10,0.9999999998759967,0.0,1.3650403030140978e-10,0.999999999863496,0.0,1.1046408232573413e-10,0.9999999998895359,0.0,1.2505863011824658e-10,0.9999999998749414,0.0,1.3051770775263094e-10,0.9999999998694823
"Ineligible User Flow, 12",0.0,1.3361645123666221e-10,0.9999999998663835,0.0,1.4175061124888089e-10,0.9999999998582494,0.0,1.3288392608501454e-10,0.9999999998671161,0.0,1.2598555532150613e-10,0.9999999998740144,0.0,1.278352979028341e-10,0.9999999998721647
