,"Monday, Express (Credit)","Monday, Express (Paying)","Monday, General Purpose","Tuesday, Express (Credit)","Tuesday, Express (Paying)","Tuesday, General Purpose","Wednesday, Express (Credit)","Wednesday, Express (Paying)","Wednesday, General Purpose","Thursday, Express (Credit)","Thursday, Express (Paying)","Thursday, General Purpose","Friday, Express (Credit)","Friday, Express (Paying)","Friday, General Purpose"
Edge flows,0.0,1676.0291485503494,6323.970851444285,0.0,1677.6207041370562,6322.379295862993,0.0,1674.000020669193,6325.999979330762,0.0,1672.9999951594727,6327.000004842012,0.0,1675.4452624169298,6324.554737583057
Eps flows,0.0,383.25414855141213,2445.645851444832,0.0,384.84570413818955,2444.054295863553,0.0,381.2250206704069,2447.674979331321,0.0,380.2249951606788,2448.6750048425674,0.0,382.6702624181322,2446.2297375836165
Eligible User Flows,179.54312544262842,1180.4568745560325,1.3415249621057151e-09,193.71827287020756,1166.2817271284136,1.3777304166627073e-09,177.1815154781533,1182.8184845204612,1.3859630528160063e-09,245.55326267154015,1114.446737327067,1.393254747598677e-09,269.8619884945255,1090.1380115040572,1.4163493998465743e-09
"Ineligible User Flow, 1",0.0,1.1322964788007539e-10,0.9999999998867704,0.0,1.3233603102236202e-10,0.999999999867664,0.0,1.4087053745726053e-10,0.9999999998591295,0.0,1.231555968317366e-10,0.9999999998768444,0.0,1.3910250729054496e-10,0.9999999998608975
"Ineligible User Flow, 2",0.0,1.3196488346522983e-10,0.9999999998680351,0.0,1.2878620392342555e-10,0.9999999998712138,0.0,1.3239753737792626e-10,0.9999999998676025,0.0,1.3590528702422944e-10,0.9999999998640947,0.0,1.1168155289453807e-10,0.9999999998883184
"Ineligible User Flow, 3",0.0,1.27982180408992e-10,0.9999999998720178,0.0,1.1369050145759729e-10,0.9999999998863095,0.0,1.1186496173820615e-10,0.999999999888135,0.0,1.2183032360724155e-10,0.9999999998781697,0.0,1.3645595764444352e-10,0.999999999863544
"Ineligible User Flow, 4",0.0,1.1848499958944103e-10,0.999999999881515,0.0,1.4512058221782809e-10,0.9999999998548794,0.0,1.4473744425202995e-10,0.9999999998552626,0.0,1.4624923494466202e-10,0.9999999998537508,0.0,1.299580443259174e-10,0.999999999870042
"Ineligible User Flow, 5",0.0,1.1834833113510967e-10,0.9999999998816517,0.0,1.1303813440832755e-10,0.9999999998869619,0.0,1.362611135036218e-10,0.9999999998637389,0.0,1.1122081033931863e-10,0.9999999998887792,0.0,1.3758227890292574e-10,0.9999999998624177
"Ineligible User Flow, 6",0.0,1.3300671675153808e-10,0.9999999998669933,0.0,1.1557288459584925e-10,0.9999999998844271,0.0,1.2589962405940014e-10,0.9999999998741004,0.0,1.1907785868459086e-10,0.9999999998809221,0.0,1.3062573245292697e-10,0.9999999998693743
"Ineligible User Flow, 7",0.0,1.4343004561823136e-10,0.99999999985657,0.0,1.4151912974824654e-10,0.9999999998584809,0.0,1.3472412074833073e-10,0.9999999998652759,0.0,1.2834244778048287e-10,0.9999999998716576,0.0,1.1936585053717863e-10,0.9999999998806341
"Ineligible User Flow, 8",0.0,1.323265941266527e-10,0.9999999998676734,0.0,1.2906997692851974e-10,0.99999999987093,0.0,1.2231249346683626e-10,0.9999999998776875,0.0,1.422546525020607e-10,0.9999999998577453,0.0,1.1270939737073604e-10,0.9999999998872906
"Ineligible User Flow, 9",0.0,1.1320100412604006e-10,0.999999999886799,0.0,1.2214496081242032e-10,0.999999999877855,0.0,1.4135970172191037e-10,0.9999999998586403,0.0,1.3053969016851852e-10,0.9999999998694603,0.0,1.2434753227097417e-10,0.9999999998756525
"Ineligible User Flow, 10",0.0,1.1468481719845158e-10,0.9999999998853152,0.0,1.2593392995086106e-10,0.9999999998740661,0.0,1.24380616917108e-10,0.9999999998756194,0.0,1.310562769418766e-10,0.9999999998689437,0.0,1.438765773187356e-10,0.9999999998561234
"Ineligible User Flow, 11",0.0,1.271561744786709e-10,0.9999999998728438,0.0,1.399995674944421e-10,0.9999999998600004,0.0,1.1321532600305773e-10,0.9999999998867847,0.0,1.2817835681744327e-10,0.9999999998718216,0.0,1.3392875697348927e-10,0.9999999998660712
"Ineligible User Flow, 12",0.0,1.37113542741929e-10,0.9999999998628865,0.0,1.4543399817767977e-10,0.999999999854566,0.0,1.3643919327677168e-10,0.9999999998635608,0.0,1.291370343992071e-10,0.999999999870863,0.0,1.3114909158673527e-10,0.9999999998688509
"Ineligible User Flow, 13",0.0,1.3827317069114997e-10,0.9999999998617268,0.0,1.1137601951816123e-10,0.999999999888624,0.0,1.2998402354469363e-10,0.999999999870016,0.0,1.305364705217471e-10,0.9999999998694635,0.0,1.177964392695685e-10,0.9999999998822036
"Ineligible User Flow, 14",0.0,1.1227896390408887e-10,0.999999999887721,0.0,1.3006506982549126e-10,0.9999999998699349,0.0,1.3499867890232053e-10,0.9999999998650013,0.0,1.3332113191211192e-10,0.9999999998666789,0.0,1.3675205412511104e-10,0.999999999863248
"Ineligible User Flow, 15",0.0,1.2813972105618632e-10,0.9999999998718603,0.0,1.2938528026751328e-10,0.9999999998706147,0.0,1.1715084458074898e-10,0.9999999998828492,0.0,1.3550505162385207e-10,0.999999999864495,0.0,1.2111456282326571e-10,0.9999999998788854
"Ineligible User Flow, 16",0.0,1.3102507967488464e-10,0.9999999998689749,0.0,1.1255330001347374e-10,0.9999999998874467,0.0,1.3167378298817312e-10,0.9999999998683262,0.0,1.2894940670804544e-10,0.9999999998710506,0.0,1.2118350767309494e-10,0.9999999998788165
"Ineligible User Flow, 17",0.0,1.191038379033671e-10,0.9999999998808962,0.0,1.468082322375608e-10,0.9999999998531918,0.0,1.2592749065731823e-10,0.9999999998740725,0.0,1.284756745434379e-10,0.9999999998715243,0.0,1.1236156449712098e-10,0.9999999998876384
"Ineligible User Flow, 18",0.0,1.407101102302022e-10,0.9999999998592899,0.0,1.3238532492465538e-10,0.9999999998676147,0.0,1.122388848528999e-10,0.9999999998877611,0.0,1.342236322088297e-10,0.9999999998657764,0.0,1.318124498439488e-10,0.9999999998681876
"Ineligible User Flow, 19",0.0,1.198626753406984e-10,0.9999999998801373,0.0,1.307636221525854e-10,0.9999999998692364,0.0,1.266505789132566e-10,0.9999999998733494,0.0,1.3084111571970425e-10,0.9999999998691589,0.0,1.2617207278964315e-10,0.9999999998738279
"Ineligible User Flow, 20",0.0,1.1543210831632678e-10,0.9999999998845679,0.0,1.2041911912064052e-10,0.9999999998795809,0.0,1.2630740897634496e-10,0.9999999998736926,0.0,1.4097345513164328e-10,0.9999999998590265,0.0,1.205174848806223e-10,0.9999999998794825
"Ineligible User Flow, 21",0.0,1.3263401488217141e-10,0.999999999867366,0.0,1.4239343038013885e-10,0.9999999998576066,0.0,1.3004908261393666e-10,0.9999999998699509,0.0,1.4397238956576075e-10,0.9999999998560276,0.0,1.2425838136209677e-10,0.9999999998757416
"Ineligible User Flow, 22",0.0,1.2703693652582615e-10,0.9999999998729631,0.0,1.126096993431247e-10,0.9999999998873903,0.0,1.3431300516231204e-10,0.999999999865687,0.0,1.3450807134773868e-10,0.9999999998654919,0.0,1.3320022862473024e-10,0.9999999998667998
"Ineligible User Flow, 23",0.0,1.2829015627602303e-10,0.9999999998717098,0.0,1.3947365484767715e-10,0.9999999998605263,0.0,1.2062728593775773e-10,0.9999999998793727,0.0,1.4166512407598475e-10,0.9999999998583349,0.0,1.3441614488129972e-10,0.9999999998655839
"Ineligible User Flow, 24",0.0,1.338439359344079e-10,0.9999999998661561,0.0,1.2629997048207997e-10,0.9999999998737,0.0,1.265321181165291e-10,0.9999999998734679,0.0,1.166508001304578e-10,0.9999999998833492,0.0,1.272657534912014e-10,0.9999999998727342
