,"Monday, Express (Credit)","Monday, Express (Paying)","Monday, General Purpose","Tuesday, Express (Credit)","Tuesday, Express (Paying)","Tuesday, General Purpose","Wednesday, Express (Credit)","Wednesday, Express (Paying)","Wednesday, General Purpose","Thursday, Express (Credit)","Thursday, Express (Paying)","Thursday, General Purpose","Friday, Express (Credit)","Friday, Express (Paying)","Friday, General Purpose"
Edge flows,0.0,1744.0000004182712,6255.9999995754915,0.0,1744.0000004744688,6255.999999557302,0.0,1744.0000004004796,6255.999999578868,0.0,1744.000000439657,6255.999999557189,0.0,1744.0000004217054,6255.999999556878
Eps flows,0.0,451.2250004574334,2377.674999577478,0.0,451.225000450894,2377.67499956116,0.0,451.22500040140477,2377.674999583429,0.0,451.2250004062366,2377.674999561326,0.0,451.225000443955,2377.6749995570253
Eligible User Flows,136.9749231203899,1223.025076877817,1.8705657933149525e-09,138.41715573538863,1221.5828442637585,1.039365212029116e-09,139.95139186521575,1220.0486081344,3.284348605405162e-10,144.53868354722104,1215.4613164539508,3.9021905762811736e-10,160.7864973966049,1199.2135026038281,5.595551857648869e-10
"Ineligible User Flow, 1",0.0,1.0569101149826565e-11,0.9999999999894309,0.0,1.2457257447806569e-11,0.9999999999875427,0.0,1.3393286479868038e-11,0.9999999999866067,0.0,1.1606049454826461e-11,0.999999999988394,0.0,1.3158696354764743e-11,0.9999999999868413
"Ineligible User Flow, 2",0.0,1.237432378786707e-11,0.9999999999876257,0.0,1.211131195333337e-11,0.9999999999878887,0.0,1.2552070494109557e-11,0.9999999999874479,0.0,1.2857714892788863e-11,0.9999999999871423,0.0,1.0478951040227003e-11,0.999999999989521
"Ineligible User Flow, 3",0.0,1.1989187420624603e-11,0.9999999999880108,0.0,1.0647593917667564e-11,0.9999999999893524,0.0,1.0533018901526248e-11,0.999999999989467,0.0,1.1476597450155168e-11,0.9999999999885234,0.0,1.2898238033187681e-11,0.9999999999871018
"Ineligible User Flow, 4",0.0,1.1073808536821161e-11,0.9999999999889262,0.0,1.3708811863466508e-11,0.9999999999862912,0.0,1.3778866936320355e-11,0.9999999999862211,0.0,1.3880230298468632e-11,0.9999999999861198,0.0,1.2260192860935604e-11,0.9999999999877398
"Ineligible User Flow, 5",0.0,1.1060707905130585e-11,0.9999999999889393,0.0,1.0584644272171317e-11,0.9999999999894154,0.0,1.2935097437605236e-11,0.9999999999870649,0.0,1.0443201858834072e-11,0.9999999999895568,0.0,1.3009038291045272e-11,0.999999999986991
"Ineligible User Flow, 6",0.0,1.2475132038503034e-11,0.9999999999875249,0.0,1.0829448449101164e-11,0.9999999999891706,0.0,1.1910139541271292e-11,0.9999999999880899,0.0,1.1207812455893418e-11,0.9999999999887922,0.0,1.2325696019388488e-11,0.9999999999876743
"Ineligible User Flow, 7",0.0,1.3487100325448864e-11,0.9999999999865129,0.0,1.3355316852425858e-11,0.9999999999866447,0.0,1.278255279402174e-11,0.9999999999872174,0.0,1.2114087510894933e-11,0.9999999999878859,0.0,1.122557602428742e-11,0.9999999999887744
"Ineligible User Flow, 8",0.0,1.2409295813142762e-11,0.9999999999875907,0.0,1.2138956506646537e-11,0.999999999987861,0.0,1.1556866574835567e-11,0.9999999999884431,0.0,1.3484546812492226e-11,0.9999999999865155,0.0,1.0578649067838342e-11,0.9999999999894214
"Ineligible User Flow, 9",0.0,1.0566325592265002e-11,0.9999999999894337,0.0,1.1465939309118767e-11,0.9999999999885341,0.0,1.3442025270649083e-11,0.999999999986558,0.0,1.2329803844579601e-11,0.9999999999876702,0.0,1.1711409619863389e-11,0.9999999999882886
"Ineligible User Flow, 10",0.0,1.070876720632441e-11,0.9999999999892912,0.0,1.1833867219479544e-11,0.9999999999881661,0.0,1.176048147755182e-11,0.9999999999882395,0.0,1.238054103680497e-11,0.9999999999876195,0.0,1.3629763984113197e-11,0.9999999999863702
